,Control_0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,Control_21,Control_22,Control_23,Control_24,Control_25,Control_26,Control_27,Control_28,Control_29,Control_30,Control_31,Control_32,Control_33,Control_34,Control_35,Control_36,Control_37,Control_38,Control_39,Control_40,Control_41,Control_42,Control_43,Control_44,Control_45,Control_46,Control_47,Control_48,Control_49,AD_0,AD_1,AD_2,AD_3,AD_4,AD_5,AD_6,AD_7,AD_8,AD_9,AD_10,AD_11,AD_12,AD_13,AD_14,AD_15,AD_16,AD_17,AD_18,AD_19,AD_20,AD_21,AD_22,AD_23,AD_24,AD_25,AD_26,AD_27,AD_28,AD_29,AD_30,AD_31,AD_32,AD_33,AD_34,AD_35,AD_36,AD_37,AD_38,AD_39,AD_40,AD_41,AD_42,AD_43,AD_44,AD_45,AD_46,AD_47,AD_48,AD_49
IL4,14.696076,14.37201146,14.77240583,14.70616475,14.5105946,14.82986442,14.55116461,14.55283185,14.6069916,14.58214712,14.61587089,14.55178272,14.4960158,14.66382214,14.59954864,14.63952617,14.78776474,14.68343519,14.77112596,14.59276332,14.7120711,14.64547822,14.66336974,14.73136076,14.63816481,14.68550743,14.41496875,14.50802592,14.44326456,14.82756044,14.61237145,14.60668805,14.64440426,14.74254203,14.56307797,14.44121004,14.79632051,14.6023982,14.76409628,14.57375749,14.61401076,14.60414546,14.70002216,14.8124838,14.65239567,14.75524658,14.74556877,14.70660413,14.90482131,14.61982912,14.68213001,14.58220619,14.65930617,14.72632211,14.36358523,14.83856751,14.83041444,14.43023747,14.56616676,14.7611696,14.88687092,14.69070009,14.47758068,14.5594516,14.6074187,14.48208576,14.64728286,14.80327469,14.65060503,14.24082428,14.57605425,14.86630355,14.62271665,14.64709885,15.1866451,14.58517799,15.0443828,14.65571867,14.64207257,14.48671243,14.69847841,14.78378919,14.73049134,14.82788254,14.59985779,14.87596377,14.7539817,14.54165619,14.79029596,14.71035252,14.51996501,14.53741643,14.91650338,14.96614257,14.93494484,14.66856924,14.66007532,14.70809538,15.07339513,14.49024453
IL4I1,14.74063895,14.63286547,14.21644433,14.63924132,14.699108,15.11307359,14.33954821,14.82740296,14.31077213,14.57553553,14.40869865,13.94566128,14.29503763,14.32080694,14.34174184,13.91316394,14.29396536,14.50450042,14.38948881,14.50899118,14.62056439,14.06641577,14.38801832,14.07483339,14.40423207,14.39033847,14.33446416,14.85970654,14.8805441,14.34936575,14.31783136,14.24367608,14.28621134,14.75818323,14.34479656,14.46754287,14.38392034,14.16902236,14.32296365,14.95856132,14.54659533,14.18299575,14.68275936,14.49463399,14.62869923,14.44072197,14.12930052,14.19814854,14.21265233,14.7809726,14.11591281,14.2277422,14.506903,14.58298019,15.13397836,14.56434471,14.28707916,14.04197483,14.07765615,14.42411358,14.47638726,14.5294667,14.53483491,14.33260932,14.73893574,14.45196063,14.16574584,14.54911935,14.26161145,14.68615262,14.46910344,14.58600519,14.88266412,14.95911429,14.35198681,14.61843976,14.26795559,14.50453027,14.5238895,14.56165555,13.86624333,15.1648614,14.41564647,14.62774232,14.75374582,14.21607599,14.56479406,14.843305,14.47636097,14.70310673,14.54973664,15.0604331,14.25140096,14.42242302,14.12598301,14.42054921,14.10508557,14.0690162,14.13581795,14.1250464
IL4R,1224.702884,1232.745667,1196.456536,1225.380953,1199.648658,1226.1957,1197.512982,1243.007143,1186.581031,1198.554604,1196.562113,1195.534464,1209.136275,1224.107801,1226.572423,1194.126977,1171.838452,1212.282458,1225.630693,1212.64797,1208.928229,1169.181386,1222.605581,1198.520218,1184.549305,1191.22099,1191.582104,1234.665026,1207.702441,1199.552443,1204.628603,1222.368332,1192.921307,1222.532642,1241.500749,1205.937797,1219.844113,1201.597181,1197.711357,1206.477684,1229.698688,1180.48863,1203.504768,1205.018018,1215.547565,1220.682795,1204.559445,1193.984052,1194.282818,1198.841661,1187.779041,1185.843163,1208.509669,1215.901503,1239.093911,1191.393325,1204.276653,1188.264613,1188.600103,1192.184374,1174.506238,1220.25489,1205.042669,1182.059023,1205.178219,1213.689848,1206.59658,1231.090222,1185.362167,1188.877049,1200.246655,1202.483344,1236.882945,1187.106579,1180.00223,1193.106952,1194.127404,1192.322274,1206.562523,1224.663438,1174.886677,1188.234625,1213.348654,1230.108197,1207.219133,1180.621742,1225.369022,1200.025942,1236.503042,1212.185731,1193.927569,1222.166424,1183.330902,1214.901278,1173.952704,1190.555405,1194.438787,1184.360057,1189.579856,1229.758452
IL5,33.4353148,33.44108169,33.15581448,33.42304945,33.45511712,33.40116937,33.38108778,33.22755521,33.2469792,33.19681524,33.48495447,33.43911574,33.32173048,33.31077193,33.25031558,33.23233285,33.6471104,33.13426028,33.06840549,33.13219192,33.40944344,33.30710215,33.18530842,33.32450301,33.12539002,33.23944315,33.35440211,33.08905619,33.252698,33.35286204,33.30393371,32.97130463,33.4292667,33.05960608,32.98402644,33.20883671,33.16927634,33.14810777,33.16195506,33.66573205,32.8654207,33.26830248,32.94822716,33.32201851,33.51961458,33.15175815,33.17501464,33.35676221,33.12246621,33.26234847,33.18466326,33.17061241,33.13259086,33.34654818,33.19916735,33.36271587,33.06503532,33.22183442,33.26313191,33.00081947,33.17924942,33.09126543,33.47528019,33.27629199,33.13682924,33.0187952,33.28014562,32.86834662,33.05763043,33.49994001,33.47105322,33.15973609,33.20034619,33.25058977,33.25623005,33.3832322,33.02358401,33.64672816,33.04248396,33.21215674,33.49046186,33.25301926,33.39181606,33.10597777,33.49866892,33.11682281,33.32138312,33.66479195,33.04228823,33.12081887,33.36711577,33.36014524,33.1994697,33.09633722,33.25015576,32.94158145,33.27536338,33.40510181,33.33076683,33.23426122
IL5RA,12.58062684,12.41905446,12.65425766,12.46015485,12.5665875,12.46978746,12.30745702,12.4175697,12.60495348,12.50317762,12.5409277,12.30893601,12.49519219,12.45943195,12.45367491,12.56317316,12.46147497,12.68261249,12.33729493,12.45712118,12.52665972,12.20371566,12.38616146,12.62408595,12.42635784,12.67884651,12.57468877,12.4410452,12.67869808,12.26223168,12.33124276,12.35084602,12.41329382,12.50615056,12.37397293,12.4955314,12.63483272,12.58810102,12.36273254,12.32781753,12.65527745,12.27936248,12.54499608,12.35503809,12.31625177,12.56865215,12.63917048,12.58920899,12.3779743,12.41555669,12.57317173,12.65509628,12.51029857,12.53536586,12.75630648,12.33087793,12.33949451,12.61694137,12.39187139,12.30004466,12.65931549,12.679978,12.33551739,12.41865643,12.50390268,12.57574982,12.58887716,12.55912684,12.70550232,12.69101315,12.31209995,12.57952304,12.59662333,12.61381164,12.40814751,12.24069014,12.34224841,12.25571342,12.53709512,12.46327804,12.17999828,12.47710012,12.56910049,12.56308346,12.40170882,12.44977694,12.50272193,12.44544506,12.43400351,12.34704181,12.66524743,12.66896235,12.47252481,12.54572397,12.38997388,12.43654315,12.51127317,12.46296684,12.27305298,12.4064668
IL6,85.17525484,89.05326934,85.75280365,85.16651374,87.2331552,87.30959685,87.66856658,89.63557795,84.67563619,88.07481564,85.72658071,86.7134471,86.46481344,87.36210167,87.86005053,85.18057807,85.01106336,85.63996843,88.57080306,89.10373526,84.23610871,88.79652231,87.63736897,84.2436134,88.62044572,85.46851912,86.96228435,90.4170772,86.36203925,87.8377898,87.85897448,90.35524265,86.36406448,88.31071777,90.47467577,87.17418204,86.37390424,86.50795296,89.18818899,84.82556732,87.11378407,89.01539199,87.87623829,85.8968279,86.872958,85.39508313,86.92485193,86.45659971,87.93252057,87.96262832,87.27811745,86.79709348,85.23002994,87.09489036,88.84551029,88.42826146,87.50406125,85.44049158,88.26570409,90.3440738,85.816172,87.39550845,87.57390077,87.73007959,86.61143797,88.77314423,84.32359855,88.17550745,87.3941767,84.91192603,87.77500968,87.50769514,87.22771238,86.46592543,84.5868978,88.44758498,86.71236963,86.71389068,89.22605445,88.12195438,86.13051506,89.41852938,85.07054546,86.80112527,87.55098629,85.31480395,86.38808411,86.801911,87.64997604,88.96965682,86.26060864,86.94696944,86.38703912,86.372406,84.94190732,88.38913924,86.88263605,84.99908528,85.29653391,87.90034894
IL6R,47.20331392,47.01776668,46.8345492,47.10703064,46.92823138,47.50051179,46.50359164,47.2965429,46.78446365,47.13737449,46.80221675,46.50708192,46.39223099,47.12631164,46.88672967,46.4092786,46.51280966,46.95294586,46.9119108,47.16327897,46.85956974,46.4154278,46.77132319,46.81575655,46.92235408,46.98498811,46.58629228,47.18953313,47.17787436,46.68636623,46.63745172,46.93313003,46.54923183,47.3671305,47.15025604,46.29448615,47.19632522,46.66322896,46.56259138,46.67327628,46.95636054,46.62367732,47.05478429,46.55826979,46.89471141,47.26293687,46.86526305,46.92251776,46.80480462,46.82396927,46.89068055,46.65623149,46.88926635,47.05832101,47.39300763,46.90032584,46.85905604,46.41978675,46.65641408,46.95719389,46.76843847,47.14270755,46.61166276,46.62850298,47.04783577,47.02940357,46.77669552,47.35921916,46.79296528,46.7279774,46.9962403,47.28662851,47.32290177,47.03227375,46.88571233,46.60875772,46.91896093,46.67862266,47.16380836,46.77002942,46.05260325,47.19814757,47.21314789,47.13787622,46.92001911,46.55061929,46.82950536,46.89233917,47.10493062,46.82214873,47.01781635,47.31282862,46.84253147,47.07141931,46.62559498,46.88246603,46.84115948,46.50084978,46.80183104,46.52812294
IL6ST,85.84501377,85.09392101,85.14470936,85.05670402,85.02164254,86.44110459,84.87986224,85.13483744,84.89318091,86.05754442,86.58103919,84.95177066,85.33783002,85.83594881,84.82428397,85.22389009,86.27166432,85.73324898,85.69927634,85.3630294,85.15529418,85.83779197,85.3571514,85.26674974,85.12266279,85.60679993,85.29953341,85.17917179,85.09277966,85.4192656,84.326078,85.30935497,85.41275801,84.50261361,85.74960041,84.35857097,85.39755882,85.19664434,85.42348038,85.56107679,84.11454388,85.89571621,84.7739345,85.66209292,86.72431029,86.08205708,85.69763714,85.92421346,85.70816255,85.71606281,85.10002069,85.8949883,84.91258656,86.57959061,84.99470782,86.63887909,85.85626581,83.73231299,84.58214494,85.71764034,85.84399131,85.32588213,85.22507262,85.4944219,85.59101898,85.66948531,84.98433369,85.40679952,85.43815242,84.98733668,85.18663545,86.34111033,85.49230628,85.73395303,85.41041315,86.6347895,85.3727256,86.026364,85.65824525,85.12844629,85.23047035,86.94948474,85.10469291,85.29501476,86.1975005,85.06452185,85.93069027,86.15607116,86.27516852,84.21561311,85.22991943,85.65484872,86.10018443,85.78323189,86.0525737,84.60992858,85.2487563,86.76453325,86.0622992,83.67409755
IL7,17.95698962,18.02919426,18.12907394,17.97063238,17.93465223,17.95550276,18.13581127,18.06952127,17.9277841,17.90622381,18.04627169,18.11031531,18.27772325,18.03547469,18.22202718,18.1810858,18.14313483,18.16424159,18.27074531,17.95270534,18.09511249,18.1253575,18.27143659,18.07277313,17.94284344,18.03313918,18.06588551,18.18855633,17.88164593,18.18140329,18.13098693,18.22725773,18.08331297,17.92623536,18.22222575,18.29825093,18.05142645,18.17454799,18.2449446,18.03524298,18.2742401,18.04845561,18.05502135,18.22860049,18.15526733,17.94900389,18.18852933,17.97465923,18.21497778,18.08498792,17.96618374,18.09756661,18.03506475,18.16472651,18.05766207,18.06969323,18.13258888,18.07825761,18.05382712,18.0793522,18.05764228,18.10514472,18.10563343,18.07900257,17.99326003,18.05927416,18.04478117,18.06787678,18.0621048,17.92844142,17.90407943,18.02509731,18.0906322,17.94958617,17.9923213,18.18754775,18.09458681,18.02137907,17.99390515,18.20894025,18.27464982,17.96915904,17.94682371,18.24466203,18.08972515,18.08499341,18.34276068,17.99599648,18.26303875,18.11188057,17.90776496,17.9306029,18.05141051,18.17673913,18.04297243,18.0401837,17.97195599,18.15489522,18.05377744,18.31829704
IL7R,16.8152297,16.51252726,16.74554201,16.75437892,16.57695153,16.7961708,16.55794883,16.55032632,16.84596011,16.81526533,16.8754114,16.67347597,16.65391649,16.73000328,16.61854417,16.70385676,16.81766079,16.89660484,16.68306207,16.62312043,16.87897628,16.66445032,16.69492394,16.86786235,16.6494941,16.92938841,16.67673765,16.62557245,16.85351911,16.56008645,16.48935556,16.5985681,16.61659941,16.55656684,16.67668184,16.51533831,16.72173145,16.72474735,16.41175671,16.80581794,16.71484929,16.64793534,16.70764795,16.68428419,16.89880225,16.95888899,16.70172931,16.69897211,16.68917503,16.70228556,16.62789271,16.74963498,16.86542156,16.8368001,16.66924809,16.66299687,16.76392048,16.63297491,16.54596902,16.61785741,16.7131393,16.67726339,16.61446703,16.731631,16.91655244,16.74382229,16.82378564,16.71872211,16.65181069,16.93217836,16.67880455,16.82512991,16.80327986,16.85893766,16.70373775,16.81594957,16.72408049,16.70219192,16.65312209,16.61994431,16.65144707,16.70803835,16.84972015,16.76539893,16.76615589,16.69569963,16.78497674,16.75054664,16.85266891,16.36573637,16.77824844,16.75462008,16.76613342,16.75097279,16.85704529,16.68349281,16.63785281,16.94742058,16.77845694,16.4142736
IL9,19.26229272,18.72556655,18.88778833,19.29456269,19.01304012,19.23471306,18.61635597,18.82799842,18.80469434,18.50766082,18.6277997,18.49107674,18.47031577,18.85312867,18.62630384,18.73492852,18.76513091,18.59853614,18.55371205,18.73492821,18.92368655,18.16115661,18.50448114,18.88271907,18.60433868,18.58294568,18.4351061,18.27364582,18.62559279,18.9400797,18.83376879,18.22452282,18.91698888,19.29293863,18.16121331,18.48729378,19.17095359,18.5315475,18.87202503,18.9062563,18.50507008,18.32104218,18.68459842,18.97564089,18.41400079,18.92616115,18.76057905,19.02912757,18.68513476,18.56926182,18.908888,18.47999871,18.74095523,18.63444008,18.55264181,18.87005124,18.66378644,18.59959571,18.58174135,18.43921996,19.14101937,18.91770548,18.56556629,18.28154887,18.46100742,18.26993379,18.91816564,18.93680381,18.71759857,18.2057411,18.75607622,18.86933466,18.75737016,18.6860562,19.7756056,18.02668162,19.1127771,18.82468934,18.6594101,18.4800127,18.44615602,18.79937249,19.09344207,18.86676644,18.56415826,19.08805562,18.65750347,18.7490331,18.51117131,19.17342111,18.75245415,18.97697445,18.98135592,19.13840825,18.93987186,18.47105471,18.95131848,18.41616605,19.31103258,18.67831126
IL9R,10.80340906,10.71957606,10.79019321,10.88474012,10.7575058,10.79528725,10.78659293,10.72180228,10.82125133,10.71131336,10.74725128,10.87360487,10.67763609,10.78850373,10.79124369,10.74429023,10.8720675,10.71685739,10.73070591,10.71748661,10.87792449,10.7784328,10.75033358,10.87317333,10.76067904,10.80445138,10.69173997,10.66959208,10.7337553,10.8355891,10.82566463,10.68437851,10.78116259,10.7887731,10.65927581,10.65420369,10.79007272,10.71956588,10.67449949,10.84164098,10.71235144,10.73505959,10.72857038,10.77469907,10.79316997,10.78469782,10.73391862,10.77043729,10.80102741,10.70262697,10.77951036,10.64508416,10.80499884,10.7351543,10.62841247,10.74662455,10.76330415,10.793983,10.81350475,10.71272795,10.72314762,10.69964269,10.76502059,10.7491851,10.74351089,10.61762523,10.833945,10.7038859,10.64896053,10.76141449,10.879763,10.75973502,10.73681067,10.72686786,10.94655996,10.70412773,10.86112645,10.85180529,10.66787101,10.67417604,10.88313468,10.63077643,10.93047083,10.78529366,10.76356848,10.80359672,10.75886436,10.78240209,10.71074166,10.74362108,10.78035035,10.70571704,10.79382961,10.78552271,10.84918991,10.75862376,10.79289919,10.76435175,10.92958997,10.789333
ILDR1,14.61969399,14.63738328,14.43350392,14.56958895,14.55806378,14.70901619,14.55773147,14.68882201,14.4637681,14.64839551,14.55036333,14.41662262,14.56037566,14.59517994,14.46913376,14.50324685,14.37582788,14.50534389,14.65823539,14.67826663,14.43451301,14.55307548,14.56909433,14.35718162,14.59210033,14.3809301,14.51075188,14.61502584,14.5307774,14.58873923,14.52485807,14.62914132,14.58456668,14.67062128,14.67079738,14.56637976,14.54537043,14.49301274,14.71013335,14.60888834,14.46657324,14.63003584,14.59492693,14.65836024,14.58373351,14.63786643,14.47772331,14.552139,14.53750624,14.66568046,14.51168719,14.56142249,14.55094987,14.56134544,14.55180314,14.71154416,14.67496317,14.35115015,14.46053065,14.69613262,14.5937364,14.57388072,14.57902084,14.51138428,14.60558183,14.6510753,14.4593416,14.71073469,14.56695489,14.34856874,14.52391077,14.58546212,14.58003089,14.57915579,14.59662563,14.65098877,14.62530179,14.58779396,14.68099109,14.61912699,14.42499639,14.81578331,14.38975451,14.51135472,14.57850524,14.60772771,14.50631352,14.56113794,14.66715006,14.72186194,14.44927559,14.63159195,14.60031074,14.59454596,14.58201685,14.56193935,14.54567027,14.52165842,14.61290909,14.44217257
ILDR2,38.15045327,37.9502319,37.50403266,37.99549813,37.84801371,38.25236642,37.65631887,37.95198214,37.84339665,38.20565527,38.01322016,37.58688055,37.60147948,38.01379873,37.46584722,37.62304547,37.52794977,37.71381615,37.76670643,38.07707513,37.6677826,37.73386432,37.62935474,37.58849496,37.89412433,37.65000769,37.72849563,37.6965106,37.99994501,37.65196496,37.5286089,37.70458433,37.81225061,37.95873531,37.88797108,37.40384198,37.80802926,37.58855816,37.65511437,38.03205012,37.3209682,37.94378218,37.7471557,37.79482185,38.00088608,38.27391476,37.54866085,37.93432053,37.57070017,37.93037128,37.75848906,37.79788104,37.88804343,37.85057246,37.73557388,38.05674904,37.97129299,37.34547614,37.54511056,37.91260094,37.77293934,37.73729533,37.79226196,37.718952,38.05807104,37.99932332,37.76442704,38.02258357,37.72009854,37.73863643,37.95013738,37.94204512,37.87595709,37.96223446,37.85559021,37.96107974,37.82506872,37.98983489,38.02338814,37.72398301,37.38475969,38.26875731,37.76421536,37.53404209,37.9095327,37.78096879,37.51201675,37.97747532,37.9267528,37.7139894,37.81751414,38.09371351,37.90740383,37.74641894,37.95731956,37.70480965,37.86654672,37.90353932,37.98782272,37.17798324
ILF2,1624.323945,1621.218019,1612.464227,1623.003477,1623.818066,1624.440195,1623.060531,1619.49144,1623.882594,1625.119593,1622.494561,1614.906632,1622.582243,1615.921558,1610.40881,1618.906154,1615.854863,1617.642974,1616.983867,1621.747048,1620.570234,1621.173525,1616.929423,1611.666466,1622.514423,1614.010178,1622.475469,1616.657211,1626.296317,1618.334347,1618.51069,1613.577702,1624.249742,1621.413338,1613.129234,1625.5494,1613.259225,1616.564639,1621.399435,1635.598745,1613.283706,1623.435069,1622.336948,1626.956337,1621.952747,1622.809979,1609.220486,1617.293348,1612.776997,1628.644322,1615.491946,1621.277725,1625.648961,1615.754886,1617.756641,1624.08341,1622.382451,1617.610163,1614.698117,1621.06373,1623.544668,1615.096569,1625.353249,1621.522891,1627.876068,1621.645578,1618.851117,1618.642499,1618.905182,1625.70982,1620.498516,1615.699585,1618.442245,1628.968074,1622.413911,1628.019352,1619.742662,1626.115096,1620.749884,1621.961752,1618.245237,1632.151057,1612.145032,1611.720492,1622.657486,1626.537281,1613.733629,1625.786573,1616.942604,1626.29866,1619.466497,1625.868775,1620.399949,1614.841129,1624.845859,1621.416706,1617.891733,1621.620049,1620.991336,1610.235415
ILF3,402.08846,403.2426393,402.6926801,403.8988264,402.8948092,401.5989269,403.8097838,402.9629265,403.3498987,401.4344034,401.3730906,404.8825242,402.2489439,402.3789822,404.2654432,402.0621809,403.092893,401.906843,402.1803295,401.9952774,404.3248649,402.8294143,403.106995,403.684803,402.6821299,403.0575099,402.4108757,403.2136639,403.079791,403.16517,404.5530503,402.5390403,402.4192954,402.9894,402.1027373,403.0559672,402.155165,402.4208827,401.0090136,403.788854,403.9587772,401.9967398,402.7256943,401.9932295,402.6278375,401.4658106,401.7225761,401.3592848,402.4672449,401.9187305,402.3640886,400.5944766,403.4250584,401.5126181,402.8110004,400.6973918,401.6791317,404.8404446,404.2263505,401.6576401,400.3304226,401.6731086,403.5616584,402.9472282,402.5354026,401.1499378,403.4137875,401.2168323,400.6303662,404.4685797,404.5149128,401.1588093,402.7749682,401.9164247,402.2965477,401.9083325,402.4105369,403.1566093,401.0331207,402.6462796,404.5362015,399.1998677,404.6514698,403.1241169,402.6284151,402.002261,402.6829709,402.7342414,401.4161012,402.9834558,403.1528879,401.8591893,401.1317415,401.5438316,401.6899174,403.3671828,402.3969624,401.2531314,402.2683534,405.4398906
ILK,392.2818892,391.2918175,392.596104,392.9462122,391.276901,391.6859568,391.1785284,391.7817368,394.2547228,393.55384,391.8145252,392.9256481,390.4144944,392.7639666,392.1548875,391.7679782,390.7617253,392.864803,391.7834425,392.8960107,392.9859534,391.8889075,391.80686,393.7308346,393.255016,394.0227366,391.7235608,392.1861135,394.1515922,390.5392883,391.551425,392.5621083,390.7871365,392.9853612,392.9701237,390.0322793,392.6923176,392.3750497,388.9412791,391.1881616,393.4491013,391.9921508,393.3356719,390.1860942,391.8361728,394.486271,391.7204345,391.8907304,391.846894,391.2944717,392.8370859,391.739941,394.2014362,391.4985629,392.2075011,390.2452332,392.683121,393.3596266,392.6631317,392.3162182,390.7537573,392.0711322,391.0864372,392.5041183,394.1434363,393.1526896,393.6557818,393.3556975,391.7420078,394.1568362,393.3530688,392.6575304,392.8762022,392.6603169,391.775161,391.1885831,392.8860543,391.0110883,392.565452,391.272539,391.0371569,390.042882,394.4429847,392.3141081,391.2606809,391.999937,390.7652188,390.8751788,392.561089,390.3031388,393.3341107,392.0177327,392.0054325,391.8276019,392.6535487,393.9515696,392.5889206,392.0707017,392.1832054,391.265899
ILKAP,830.9712562,829.1915072,830.599033,832.7856811,828.5973123,828.7917605,829.3194409,828.428645,831.4796012,828.033673,829.8279823,833.3003514,828.2649468,831.3167474,831.3205907,830.2358104,831.3993664,829.521183,828.5598586,828.0485259,832.6935355,828.4338001,829.6539478,833.956379,828.0736555,831.4558119,828.4155563,827.181075,829.362009,829.4573041,830.2619489,828.0186126,829.278554,828.7827109,828.4904278,826.5462695,830.848317,829.4902652,825.0336968,830.2580232,829.4161225,827.6931434,827.467707,828.3413894,830.5750381,831.3386468,829.7198855,829.9505779,829.2329966,826.3537001,829.8403194,827.0023068,830.9413524,829.2720593,827.2055572,826.6390026,828.7417108,831.6354363,830.5900121,826.0784053,826.3545697,828.4116922,829.1572494,828.6637966,828.9120954,826.9112921,832.9164486,828.0738654,826.3989744,831.2175056,831.9703666,828.670067,829.655327,827.0180876,830.797171,826.8595945,829.8549517,830.4275779,826.5687899,827.8207628,831.8121991,822.3570024,834.892114,830.3349542,828.9594511,828.7368143,829.9671533,829.2110771,829.1367793,826.1930688,830.4721018,827.9939955,828.8672423,829.5090295,830.2681615,828.1874112,830.4763737,830.3989265,831.8925848,831.5079354
ILVBL,464.931422,462.5172754,462.4449414,466.1186613,462.2743995,464.3979383,464.0228099,463.2950724,464.417619,462.8130092,462.7589203,463.3717928,463.6048511,463.2687114,462.586211,463.7569012,462.0694874,463.1819615,464.3912656,462.9434589,465.2778869,462.6889675,464.1232056,463.1831169,462.841079,461.8786935,461.7889577,462.0075694,463.1836866,464.1860877,463.9714276,462.4073746,464.088224,464.4907913,462.4642957,463.9560602,463.0809802,462.6787919,463.0915983,467.0691589,463.594175,462.7179775,463.9508073,466.2680407,464.1110613,465.4307788,461.1109802,461.971837,463.0050734,463.9779622,461.8143877,461.6153489,466.1977029,462.1682325,460.5500996,463.2240051,465.3254021,462.962412,462.0131744,462.9202448,463.0044577,462.1712569,463.8721647,462.4308452,464.9503387,462.1601539,464.7588501,464.377854,461.1610724,462.1511572,463.4810683,462.1246784,463.4682994,463.3804759,466.7218235,463.7318686,466.0693792,464.4142305,462.0982612,463.5329567,464.4667016,462.4379006,463.551854,463.6584039,462.9074193,466.1592301,463.3446619,462.7273876,464.6404032,465.2148651,461.6696063,462.9191621,463.8362012,464.1963455,465.7699959,463.8110388,462.7818843,463.6688846,466.5590103,463.2246877
IMMP1L,110.3188861,110.0990241,109.678995,110.2802891,110.884493,109.9468232,110.6930193,109.5321435,111.0296149,110.5616887,110.4690672,110.0361817,110.5113905,109.4426221,109.0849666,110.4073825,110.2644363,109.8005811,109.2538591,110.1326988,110.2969797,110.5823405,109.5219265,109.6775096,110.6308399,109.86062,110.8502438,109.2988374,110.9200832,109.9388092,110.2301557,109.0886993,110.8403079,110.0434663,108.6974559,110.9733846,109.3224848,110.0046961,110.2350196,111.6921948,109.3202602,110.648091,110.3203939,110.6620544,109.9197432,110.0100345,109.15896,110.1138262,109.3405335,110.9064021,110.1094881,110.5790001,110.6848168,109.3817314,109.6861937,110.3367823,110.0315971,110.7786882,110.1073427,110.0278624,110.8220974,109.4992151,110.799888,110.627157,110.7589611,110.1004736,110.2744789,109.3837288,110.3915392,111.4372089,110.360164,109.4710616,109.5127641,111.1864832,110.5202145,110.7152114,109.9328761,110.8687433,110.0342032,110.1307922,110.4928254,111.0161662,109.4859924,108.9012407,110.2661472,111.0589727,109.1600756,110.8235987,108.9950931,110.6769262,110.5344347,110.5505317,110.2455882,109.2772096,110.8059476,110.4274636,110.2394316,110.4396559,110.1339452,109.3251293
IMMP2L,222.1675564,221.6079075,218.4938624,221.2269229,221.6014299,222.0421672,220.7936347,220.4417289,220.48087,221.1422861,222.2631397,219.5310836,221.5339471,220.0808022,218.7446739,219.9865015,220.9655374,220.1588619,219.2568025,220.0126683,220.947955,219.9844611,219.7449782,219.0176548,219.5017614,219.3872182,221.3728548,219.6777042,221.7219023,219.7157761,219.4064826,218.2274187,221.3741487,219.1571207,218.8044565,221.1739652,218.9222072,219.4836705,219.8424971,224.5485859,217.9076266,220.4931696,219.1818544,221.6103819,222.3570433,220.7454803,218.4825187,220.2254614,218.1042129,221.8965319,218.702707,220.6304435,220.5705126,220.8095471,220.9063903,221.3101206,219.7016346,219.1385922,218.5729089,218.96473,220.3740623,219.2678898,222.0029124,220.4167125,221.3681577,220.3228149,220.0729854,218.7499182,219.4388088,222.7031107,220.5486614,219.4245517,220.588986,221.9514831,219.221484,222.5813501,218.2816911,222.5181107,219.7226823,220.9695923,219.9777151,222.7443628,219.2102644,218.6599444,222.1475196,219.9317983,220.2821812,223.2599851,219.7758389,219.964316,220.6962267,222.4455535,219.7217265,218.837581,220.3550326,218.534056,219.5576933,221.5912278,219.742298,218.2244727
IMMT,1706.448073,1713.786707,1711.340962,1703.016656,1718.127061,1709.267474,1713.602406,1708.127918,1710.608373,1714.732961,1717.268839,1713.998321,1712.348489,1708.210763,1710.461933,1708.946703,1723.385724,1710.117639,1704.472182,1710.33047,1708.85963,1719.990802,1707.494758,1710.555132,1714.68402,1716.788384,1719.712107,1713.452932,1714.83226,1710.610772,1710.475571,1709.123699,1712.55168,1703.241382,1707.057612,1712.049618,1706.072563,1711.732491,1711.273365,1711.178403,1704.473972,1717.576014,1708.333576,1705.32127,1714.429205,1701.573836,1713.469069,1714.486746,1710.995807,1714.429348,1713.832251,1717.179379,1703.428471,1714.916355,1717.724853,1715.308565,1704.019678,1713.464165,1716.245249,1712.622676,1713.86448,1709.44689,1715.458894,1719.227158,1709.471897,1712.339145,1705.849126,1699.729082,1715.853175,1724.370134,1715.174374,1713.10102,1708.450814,1717.439925,1701.56666,1719.038417,1700.82129,1716.431189,1712.263711,1710.363227,1715.170905,1720.052612,1709.43729,1705.639578,1718.389482,1703.987814,1710.67867,1721.739432,1702.254417,1704.944009,1719.085489,1714.034803,1710.195057,1703.644732,1707.29434,1710.043268,1711.621506,1714.823674,1702.438116,1707.476933
